"99","148326","Nuevo Guadiana","ATC",,"Durango","3","Reforzamiento","Carta de Liberación","Carta de Liberación"
"100","140678","Cardenas","ATC","Lazaro Cardenas","Chihuahua","3","Reforzamiento","Carta de Liberación","Carta de Liberación"
"101","148457","Aca Rep Pie De La Cuesta","ATC","Acapulco","Guerrero","6","Reforzamiento","Cancelado","Cancelado"
"102","131945","BUGAMBILIAS","ATC","Leon ","Guanajuato","6","Reforzamiento","Carta de Liberación","Carta de Liberación"
"103","133467","Las Americas","ATC",,,,"Reforzamiento","Carta de Liberación","Carta de Liberación"
"104","MX-JAL-5007","San Jose de las Moras","MTP","La Barca","Jalisco","5","Reforzamiento","Carta de Liberación","Carta de Liberación"
"107","86410","Cerburuco","ATC","JALA ","NAYARIT ","5","Reforzamiento","Carta de Liberación","Carta de Liberación"
"108","146093","376 MEX","ATC","Ciudad de Mexico","Ciudad de Mexico","9","Reforzamiento","Carta de Liberación","Carta de Liberación"
"109","135007","Portales","ATC","Ciudad de Mexico","Ciudad de Mexico","9","Reforzamiento","Cancelado","Cancelado"
"110","133382","Cuautepec","ATC","Ciudad de Mexico","Ciudad de Mexico","9","Reforzamiento","Carta de Liberación","Carta de Liberación"
"111","133012","Liberacion","ATC","Ciudad de Mexico","Ciudad de Mexico","9","Reforzamiento","Carta de Liberación","Carta de Liberación"
"112","146830","Cove","ATC","Ciudad de Mexico","Ciudad de Mexico","9","Reforzamiento","Cancelado","Cancelado"
"113","146933","Comunal San Agustin","ATC","Los Reyes Acaquilpan (La Paz)","Mexico","9","Reforzamiento","Carta de Liberación","Carta de Liberación"
"114","148044","Plaza Satelite (Reubicacion)","ATC","Naucalpan de Ju?rez","Mexico","9","Reforzamiento","Cancelado","Cancelado"
"115","85904","Estacion De Polanco","ATC","Ciudad de Mexico","Ciudad de Mexico","9","Reforzamiento","Carta de Liberación","Carta de Liberación"
"116","85898","Bella Vista","ATC","Tlalnepantla de Baz","Mexico","9","Reforzamiento","Carta de Liberación","Carta de Liberación"
"117","131297","Rocio","ATC","Manzanillo","Colima","5","Reforzamiento","Carta de Liberación","Carta de Liberación"
"119","86353","Anahuac","ATC","Ciudad de Mexico","Ciudad de Mexico","9","Reforzamiento","Carta de Liberación","Carta de Liberación"
"133","85660","Cuernavaca","ATC","CHIHUAHUA","CHIHUAHUA","3","Reforzamiento","Cancelado","Cancelado"
"140","MX-TAM-5033","Villagran","MTP","Tampico ","Tamaulipas","4","Reforzamiento","Cancelado","Cancelado"
"142","176817","Naica","ATC",,"Chihuahua","3","Reforzamiento","Carta de Liberación","Carta de Liberación"
"143","133504","La Mision","ATC","San Juan del Rio","Queretaro","6","Reforzamiento","Carta de Liberación","Carta de Liberación"
"161","145646","1400 Cd Juarez","ATC","Ciudad Juarez","Chihuahua","3","Reforzamiento","Carta de Liberación","Carta de Liberación"
"162","145724","2212 Irapuato","ATC","Irapuato","Guanajuato","6","Reforzamiento","Carta de Liberación","Carta de Liberación"
"163","134399","Malecon",,"Leon de los Aldama","Guanajuato","6","Reforzamiento","Carta de Liberación","Carta de Liberación"
"165","146021","927 Corregidora","ATC","El Pueblito","Queretaro","6","Reforzamiento","Carta de Liberación","Carta de Liberación"
"166","145682","736 Leon","ATC","Leon de los Aldama","Guanajuato","6","Reforzamiento","Carta de Liberación","Carta de Liberación"
