88,225,179092_SINCUL1067_La Amistad_Implementación_BTS_AT&T_Urgente_Suministro de Torre_GPS_Febrero 2021,114521,04/09/2021,04/09/2021,Admin Admin,406804.5,Torre Nueva,MXN,16,0,pdf/po_2020/M3PO_114521.pdf,04/09/2021
89,225,179092_SINCUL1067_La Amistad_Implementación_BTS_AT&T_Urgente_Montaje de Torre_GPS_Febrero 2021,114521,05/09/2021,05/09/2021,Admin Admin,68850,Torre Nueva,MXN,16,0,pdf/po_2020/M3PO_114521.pdf,05/09/2021
90,225,179092_SINCUL1067_La Amistad_Implementación_BTS_AT&T_Urgente_Transporte de Torre_GPS_Febrero 2021,114521,06/09/2021,06/09/2021,Admin Admin,56367,Torre Nueva,MXN,16,0,pdf/po_2020/M3PO_114521.pdf,06/09/2021
91,320,179375 - Llanetes - Implementación - Altán - BTS - TTV - Tecing - Febrero 21,114475,07/09/2021,07/09/2021,Admin Admin,55000,BTS,MXN,64,0,pdf/po_2020/M3PO_114475.pdf,07/09/2021
92,234,146091_1034 San Luis Potosi_Implementación cambio de torre AT&T_GPS,114462,08/09/2021,08/09/2021,Admin Admin,339432.91,Cambio de Torre,MXN,23,0,pdf/po_2020/M3PO_114462.pdf,08/09/2021
93,234,146091_1034 San Luis Potosi_Implementación cambio de torre AT&T_GPS,114431,09/09/2021,09/09/2021,Admin Admin,22050,Cambio de Torre,MXN,23,0,pdf/po_2020/M3PO_114431.pdf,09/09/2021
94,234,146091_1034 San Luis Potosi_Implementación cambio de torre AT&T_GPS,114431,10/09/2021,10/09/2021,Admin Admin,20133.12,Cambio de Torre,MXN,23,0,pdf/po_2020/M3PO_114431.pdf,10/09/2021
95,200,179092_SINCUL1067_La Amistad_Implementación_BTS_AT&T_Urgente_Obra Civil_GPS_Febrero 2021,114381,11/09/2021,11/09/2021,Admin Admin,751579.7,BTS,MXN,9,0,pdf/po_2020/M3PO_114381.pdf,11/09/2021
96,231,179298 Ave del Paraiso CHHJRZ2391 Implementación ATT Suministro de torre GPS180221 Urgente,114321,12/09/2021,12/09/2021,Admin Admin,390009.5,Torre Nueva,MXN,20,0,pdf/po_2020/M3PO_114321.pdf,12/09/2021
97,523,146091 - 1034 San Luis Potosi - Implementacion AT&T - Collo - Adecuaciones Obra Civil - GPS - (urgente) - Febrero - 2021 (RDS PT),114312,13/09/2021,13/09/2021,Admin Admin,245356.06,Colocacion,MXN,179,0,pdf/po_2020/M3PO_114312.pdf,13/09/2021
98,295,144255_Gasolinera_Implementación refuerzo en torre_AT&T_GPS,114265,14/09/2021,14/09/2021,Admin Admin,184411.63,Reforzamiento,MXN,54,0,pdf/po_2020/M3PO_114265.pdf,14/09/2021
99,231,179298 Ave del Paraiso CHHJRZ2391 Implementación ATT Transporte de torre GPS180221 Urgente,114265,15/09/2021,15/09/2021,Admin Admin,59933,Torre Nueva,MXN,20,0,pdf/po_2020/M3PO_114265.pdf,15/09/2021
